    Time      Ur        Uinf      Ct_adm    a        Yaw(deg)  Thrust     Power  
    0.000     6.463     6.463     0.507     0.149     0.000  164873.1  1065506.1
    0.500     6.516     7.657     0.507     0.149     0.000  167632.2  1092350.7
    1.000     6.565     7.713     0.515     0.152     0.000  173774.7  1140765.7
    1.500     6.604     7.784     0.515     0.152     0.000  175871.8  1161457.8
    2.000     6.636     7.822     0.522     0.154     0.000  181327.5  1203334.7
    2.500     6.659     7.874     0.522     0.154     0.000  182577.2  1215763.1
    3.000     6.675     7.893     0.529     0.157     0.000  187222.3  1249647.0
    3.500     6.682     7.926     0.529     0.157     0.000  187630.5  1253705.3
    4.000     6.683     7.928     0.537     0.160     0.000  191514.1  1279984.4
    4.500     6.678     7.947     0.537     0.160     0.000  191225.0  1277073.3
    5.000     6.670     7.937     0.537     0.160     0.000  190909.6  1273334.8
    5.500     6.659     7.925     0.537     0.160     0.000  190263.5  1266884.7
    6.000     6.645     7.909     0.536     0.159     0.000  188807.2  1254709.9
    6.500     6.631     7.888     0.536     0.159     0.000  188005.0  1246747.7
    7.000     6.617     7.870     0.535     0.159     0.000  186889.9  1236571.1
    7.500     6.601     7.850     0.535     0.159     0.000  186013.9  1227930.1
    8.000     6.586     7.832     0.535     0.159     0.000  184882.1  1217564.0
    8.500     6.570     7.811     0.535     0.159     0.000  183983.4  1208757.0
    9.000     6.554     7.793     0.534     0.159     0.000  182943.8  1199042.2
    9.500     6.539     7.773     0.534     0.159     0.000  182049.8  1190342.0
   10.000     6.523     7.755     0.535     0.159     0.000  181241.8  1182275.9
   10.500     6.508     7.738     0.535     0.159     0.000  180383.2  1173983.0
   11.000     6.494     7.721     0.535     0.159     0.000  179944.4  1168579.3
   11.500     6.481     7.708     0.535     0.159     0.000  179173.8  1161195.6
   12.000     6.469     7.694     0.537     0.160     0.000  179192.0  1159207.7
   12.500     6.459     7.686     0.537     0.160     0.000  178586.5  1153464.7
   13.000     6.451     7.677     0.539     0.160     0.000  179073.9  1155216.0
   13.500     6.445     7.677     0.539     0.160     0.000  178721.8  1151951.0
   14.000     6.443     7.674     0.541     0.161     0.000  179612.6  1157271.8
   14.500     6.444     7.682     0.541     0.161     0.000  179586.4  1157180.5
   15.000     6.448     7.687     0.543     0.162     0.000  180747.5  1165384.5
   15.500     6.454     7.702     0.543     0.162     0.000  181072.9  1168720.9
   16.000     6.464     7.714     0.544     0.163     0.000  182316.1  1178579.5
   16.500     6.477     7.734     0.544     0.163     0.000  182949.2  1184929.7
   17.000     6.491     7.751     0.545     0.163     0.000  184046.8  1194705.1
   17.500     6.507     7.772     0.545     0.163     0.000  184876.7  1202990.8
   18.000     6.523     7.792     0.545     0.163     0.000  185596.7  1210702.2
   18.500     6.540     7.810     0.545     0.163     0.000  186478.0  1219486.0
   19.000     6.555     7.828     0.543     0.162     0.000  186640.6  1223432.7
   19.500     6.570     7.841     0.543     0.162     0.000  187441.7  1231405.3
   20.000     6.582     7.856     0.541     0.161     0.000  186967.7  1230673.7
   20.500     6.594     7.862     0.541     0.161     0.000  187611.7  1237074.2
   21.000     6.603     7.873     0.538     0.160     0.000  186539.0  1231767.4
   21.500     6.612     7.873     0.538     0.160     0.000  187019.1  1236538.6
   22.000     6.619     7.881     0.534     0.159     0.000  185484.1  1227653.4
   22.500     6.625     7.876     0.534     0.159     0.000  185852.6  1231323.8
   23.000     6.631     7.882     0.530     0.157     0.000  184048.6  1220390.4
   23.500     6.637     7.875     0.530     0.157     0.000  184390.4  1223802.4
   24.000     6.643     7.882     0.526     0.156     0.000  182520.0  1212462.4
   24.500     6.650     7.876     0.526     0.156     0.000  182922.1  1216477.9
   25.000     6.658     7.885     0.521     0.154     0.000  181158.2  1206136.2
   25.500     6.668     7.882     0.521     0.154     0.000  181683.2  1211381.5
   26.000     6.678     7.894     0.517     0.153     0.000  180141.9  1202958.6
   26.500     6.690     7.895     0.517     0.153     0.000  180808.6  1209642.4
   27.000     6.703     7.910     0.513     0.151     0.000  179534.9  1203438.9
   27.500     6.718     7.914     0.513     0.151     0.000  180311.2  1211267.4
   28.000     6.732     7.931     0.510     0.150     0.000  179282.9  1206975.9
   28.500     6.748     7.938     0.510     0.150     0.000  180089.9  1215181.6
   29.000     6.762     7.955     0.507     0.149     0.000  179242.3  1212072.3
   29.500     6.776     7.961     0.507     0.149     0.000  179971.2  1219567.5
   30.000     6.789     7.975     0.504     0.148     0.000  179227.9  1216755.4
   30.500     6.800     7.979     0.504     0.148     0.000  179766.3  1222385.8
   31.000     6.808     7.989     0.502     0.147     0.000  179064.7  1219095.2
   31.500     6.814     7.989     0.502     0.147     0.000  179324.3  1221929.8
   32.000     6.817     7.992     0.500     0.147     0.000  178625.0  1217651.8
   32.500     6.817     7.987     0.500     0.147     0.000  178563.8  1217225.8
   33.000     6.813     7.983     0.499     0.146     0.000  177848.3  1211767.7
   33.500     6.808     7.973     0.499     0.146     0.000  177480.0  1208198.6
   34.000     6.799     7.963     0.499     0.146     0.000  176740.4  1201631.0
   34.500     6.788     7.949     0.499     0.146     0.000  176130.8  1195582.6
   35.000     6.775     7.934     0.499     0.146     0.000  175367.3  1188191.3
   35.500     6.762     7.917     0.499     0.146     0.000  174620.4  1180724.6
   36.000     6.747     7.900     0.499     0.146     0.000  173852.4  1173024.3
   36.500     6.733     7.883     0.499     0.146     0.000  173092.2  1165391.0
   37.000     6.719     7.867     0.499     0.146     0.000  172363.9  1158090.8
   37.500     6.706     7.852     0.499     0.146     0.000  171713.9  1151528.0
   38.000     6.695     7.839     0.498     0.146     0.000  171090.2  1145438.1
   38.500     6.686     7.828     0.498     0.146     0.000  170655.9  1140991.0
   39.000     6.679     7.820     0.498     0.146     0.000  170205.5  1136862.5
   39.500     6.676     7.815     0.498     0.146     0.000  170058.3  1135241.2
   40.000     6.675     7.814     0.498     0.146     0.000  169828.4  1133558.6
   40.500     6.677     7.815     0.498     0.146     0.000  169994.7  1135042.9
   41.000     6.682     7.821     0.497     0.145     0.000  169987.5  1135853.0
   41.500     6.690     7.828     0.497     0.145     0.000  170445.2  1140257.8
   42.000     6.700     7.840     0.496     0.145     0.000  170610.3  1143111.3
   42.500     6.713     7.852     0.496     0.145     0.000  171293.4  1149822.6
   43.000     6.727     7.868     0.495     0.145     0.000  171538.2  1153855.8
   43.500     6.742     7.882     0.495     0.145     0.000  172349.9  1161935.4
   44.000     6.757     7.901     0.494     0.144     0.000  172569.2  1166101.4
   44.500     6.773     7.915     0.494     0.144     0.000  173400.6  1174453.8
   45.000     6.788     7.933     0.492     0.144     0.000  173511.9  1177816.9
   45.500     6.802     7.945     0.492     0.144     0.000  174261.9  1185393.0
   46.000     6.815     7.960     0.491     0.143     0.000  174226.1  1187352.6
   46.500     6.826     7.968     0.491     0.143     0.000  174817.5  1193332.6
   47.000     6.835     7.978     0.490     0.143     0.000  174639.3  1193687.3
   47.500     6.842     7.982     0.490     0.143     0.000  175025.3  1197570.9
   48.000     6.847     7.988     0.489     0.142     0.000  174734.0  1196406.8
   48.500     6.850     7.988     0.489     0.142     0.000  174894.9  1197983.0
   49.000     6.850     7.988     0.488     0.142     0.000  174521.8  1195487.1
   49.500     6.848     7.983     0.488     0.142     0.000  174457.2  1194743.5
   50.000     6.844     7.979     0.487     0.142     0.000  174018.7  1191045.0
   50.500     6.838     7.970     0.487     0.142     0.000  173742.0  1188105.0
   51.000     6.830     7.960     0.487     0.142     0.000  173229.8  1183199.9
   51.500     6.820     7.948     0.487     0.142     0.000  172768.8  1178337.0
   52.000     6.809     7.934     0.487     0.142     0.000  172145.4  1172082.1
   52.500     6.796     7.919     0.487     0.142     0.000  171543.9  1165749.3
   53.000     6.781     7.902     0.487     0.142     0.000  170749.2  1157921.3
   53.500     6.766     7.884     0.487     0.142     0.000  170062.8  1150716.4
   54.000     6.751     7.866     0.486     0.141     0.000  169039.8  1141165.0
   54.500     6.735     7.845     0.486     0.141     0.000  168326.8  1133719.0
   55.000     6.720     7.827     0.485     0.141     0.000  167060.4  1122574.1
   55.500     6.704     7.806     0.485     0.141     0.000  166370.9  1115425.3
   56.000     6.690     7.789     0.483     0.141     0.000  164912.2  1103211.7
   56.500     6.676     7.767     0.483     0.141     0.000  164281.5  1096727.9
   57.000     6.663     7.752     0.481     0.140     0.000  162737.8  1084271.3
   57.500     6.651     7.732     0.481     0.140     0.000  162184.9  1078639.2
   58.000     6.639     7.719     0.479     0.139     0.000  160682.1  1066817.3
   58.500     6.629     7.700     0.479     0.139     0.000  160212.7  1062080.6
   59.000     6.620     7.689     0.477     0.138     0.000  158855.3  1051577.3
   59.500     6.611     7.674     0.477     0.138     0.000  158466.6  1047692.7
   60.000     6.604     7.665     0.475     0.138     0.000  157315.8  1038878.6
   60.500     6.597     7.652     0.475     0.138     0.000  156999.9  1035756.9
   61.000     6.591     7.645     0.474     0.137     0.000  156071.9  1028690.4
   61.500     6.586     7.635     0.474     0.137     0.000  155817.9  1026212.7
   62.000     6.581     7.629     0.473     0.137     0.000  155099.8  1020753.0
   62.500     6.577     7.621     0.473     0.137     0.000  154895.3  1018785.7
   63.000     6.574     7.617     0.472     0.137     0.000  154370.2  1014766.3
   63.500     6.570     7.611     0.472     0.137     0.000  154204.9  1013196.0
   64.000     6.568     7.608     0.472     0.137     0.000  153877.0  1010606.7
   64.500     6.565     7.604     0.472     0.137     0.000  153749.0  1009404.1
   65.000     6.563     7.602     0.472     0.137     0.000  153655.8  1008498.4
   65.500     6.562     7.600     0.472     0.137     0.000  153577.6  1007781.1
   66.000     6.561     7.600     0.472     0.137     0.000  153782.9  1009043.3
   66.500     6.562     7.602     0.472     0.137     0.000  153783.3  1009094.9
   67.000     6.563     7.603     0.473     0.137     0.000  154347.9  1013046.2
   67.500     6.566     7.610     0.473     0.137     0.000  154467.5  1014272.2
   68.000     6.571     7.616     0.475     0.138     0.000  155410.4  1021191.9
   68.500     6.577     7.628     0.475     0.138     0.000  155691.4  1024019.0
   69.000     6.586     7.638     0.477     0.138     0.000  156967.2  1033755.1
   69.500     6.596     7.656     0.477     0.138     0.000  157441.3  1038516.7
   70.000     6.609     7.671     0.479     0.139     0.000  158945.4  1050482.2
   70.500     6.624     7.694     0.479     0.139     0.000  159625.5  1057326.2
   71.000     6.641     7.714     0.481     0.140     0.000  161225.8  1070674.6
   71.500     6.660     7.741     0.481     0.140     0.000  162100.8  1079512.5
   72.000     6.680     7.765     0.482     0.140     0.000  163678.3  1093382.7
   72.500     6.702     7.794     0.482     0.140     0.000  164712.4  1103868.7
   73.000     6.725     7.821     0.483     0.140     0.000  166186.1  1117549.2
   73.500     6.748     7.850     0.483     0.140     0.000  167319.7  1129083.3
   74.000     6.772     7.878     0.483     0.141     0.000  168651.5  1142054.4
