    Time      Ur        Uinf      Ct_adm    a        Yaw(deg)  Thrust     Power  
   36.000     7.184     8.404     0.496     0.145     0.000  197760.0  1420786.6
   36.500     7.184     8.403     0.496     0.145     0.000  197764.5  1420837.4
   37.000     7.184     8.403     0.496     0.145     0.000  197688.5  1420242.0
   37.500     7.184     8.402     0.496     0.145     0.000  197659.8  1419946.6
   38.000     7.183     8.401     0.496     0.145     0.000  197529.1  1418890.4
   38.500     7.183     8.400     0.496     0.145     0.000  197491.1  1418500.5
   39.000     7.182     8.399     0.495     0.145     0.000  197304.6  1417050.5
   39.500     7.182     8.398     0.495     0.145     0.000  197280.1  1416807.9
   40.000     7.182     8.398     0.495     0.145     0.000  197056.5  1415183.1
   40.500     7.182     8.397     0.495     0.145     0.000  197074.4  1415395.1
   41.000     7.183     8.398     0.495     0.145     0.000  196838.8  1413892.3
   41.500     7.185     8.399     0.495     0.145     0.000  196936.7  1414959.4
   42.000     7.188     8.402     0.494     0.144     0.000  196709.4  1413862.7
   42.500     7.192     8.404     0.494     0.144     0.000  196926.9  1416211.2
   43.000     7.197     8.410     0.493     0.144     0.000  196716.7  1415708.7
   43.500     7.203     8.415     0.493     0.144     0.000  197080.4  1419630.4
   44.000     7.211     8.424     0.492     0.144     0.000  196888.1  1419774.6
   44.500     7.220     8.431     0.492     0.144     0.000  197393.2  1425227.2
   45.000     7.230     8.443     0.491     0.143     0.000  197216.9  1425918.4
   45.500     7.241     8.451     0.491     0.143     0.000  197815.2  1432391.9
   46.000     7.252     8.463     0.489     0.143     0.000  197649.1  1433342.9
   46.500     7.263     8.472     0.489     0.143     0.000  198251.3  1439877.3
   47.000     7.273     8.483     0.488     0.142     0.000  198078.3  1440598.2
   47.500     7.282     8.489     0.488     0.142     0.000  198574.8  1445994.9
   48.000     7.289     8.498     0.487     0.142     0.000  198363.3  1445863.3
   48.500     7.294     8.500     0.487     0.142     0.000  198655.1  1449028.5
   49.000     7.297     8.503     0.486     0.142     0.000  198369.2  1447483.7
   49.500     7.297     8.501     0.486     0.142     0.000  198397.4  1447764.7
   50.000     7.295     8.498     0.486     0.141     0.000  198014.2  1444527.6
   50.500     7.291     8.491     0.486     0.141     0.000  197775.3  1441891.2
   51.000     7.284     8.484     0.485     0.141     0.000  197290.2  1437026.3
   51.500     7.275     8.473     0.485     0.141     0.000  196832.0  1432010.5
   52.000     7.265     8.461     0.485     0.141     0.000  196240.3  1425741.7
   52.500     7.254     8.448     0.485     0.141     0.000  195641.9  1419233.3
   53.000     7.243     8.434     0.485     0.141     0.000  194916.8  1411690.8
   53.500     7.231     8.420     0.485     0.141     0.000  194265.9  1404657.8
   54.000     7.219     8.406     0.485     0.141     0.000  193363.3  1395832.4
   54.500     7.207     8.391     0.485     0.141     0.000  192737.3  1389115.0
   55.000     7.196     8.379     0.484     0.141     0.000  191634.2  1379082.4
   55.500     7.187     8.364     0.484     0.141     0.000  191090.4  1373285.6
   56.000     7.178     8.353     0.482     0.140     0.000  189823.0  1362458.7
   56.500     7.170     8.340     0.482     0.140     0.000  189396.6  1357937.5
   57.000     7.163     8.332     0.481     0.140     0.000  188062.2  1347088.2
   57.500     7.158     8.320     0.481     0.140     0.000  187769.4  1343990.5
   58.000     7.153     8.315     0.479     0.139     0.000  186492.8  1334023.2
   58.500     7.150     8.305     0.479     0.139     0.000  186335.0  1332343.8
   59.000     7.148     8.302     0.477     0.138     0.000  185222.8  1323993.2
   59.500     7.147     8.295     0.477     0.138     0.000  185189.2  1323611.2
   60.000     7.147     8.295     0.475     0.138     0.000  184301.2  1317250.2
   60.500     7.148     8.291     0.475     0.138     0.000  184368.5  1317930.1
   61.000     7.150     8.293     0.474     0.137     0.000  183711.2  1313518.5
   61.500     7.152     8.291     0.474     0.137     0.000  183843.5  1314900.2
   62.000     7.155     8.294     0.473     0.137     0.000  183386.2  1312095.7
   62.500     7.158     8.293     0.473     0.137     0.000  183536.8  1313703.7
   63.000     7.160     8.296     0.472     0.137     0.000  183239.9  1312065.8
   63.500     7.163     8.297     0.472     0.137     0.000  183359.0  1313376.3
   64.000     7.165     8.299     0.471     0.136     0.000  183203.0  1312602.6
   64.500     7.166     8.299     0.471     0.136     0.000  183249.1  1313164.5
   65.000     7.166     8.299     0.471     0.136     0.000  183249.7  1313244.5
   65.500     7.166     8.299     0.471     0.136     0.000  183201.0  1312810.8
   66.000     7.165     8.297     0.472     0.137     0.000  183402.6  1314018.5
   66.500     7.162     8.297     0.472     0.137     0.000  183263.5  1312620.5
   67.000     7.160     8.293     0.473     0.137     0.000  183708.1  1315302.4
   67.500     7.156     8.293     0.473     0.137     0.000  183506.9  1313230.3
   68.000     7.153     8.289     0.475     0.138     0.000  184193.1  1317491.4
   68.500     7.149     8.290     0.475     0.138     0.000  183973.9  1315204.5
   69.000     7.145     8.286     0.477     0.138     0.000  184835.9  1320723.3
   69.500     7.142     8.288     0.477     0.138     0.000  184647.5  1318733.4
   70.000     7.139     8.285     0.479     0.139     0.000  185568.2  1324820.7
   70.500     7.137     8.289     0.479     0.139     0.000  185454.4  1323587.0
   71.000     7.136     8.288     0.480     0.140     0.000  186306.7  1329459.3
   71.500     7.135     8.293     0.480     0.140     0.000  186297.9  1329306.3
   72.000     7.136     8.294     0.482     0.140     0.000  186991.8  1334397.0
   72.500     7.138     8.300     0.482     0.140     0.000  187098.4  1335446.5
   73.000     7.140     8.303     0.482     0.140     0.000  187606.5  1339570.4
   73.500     7.144     8.309     0.482     0.140     0.000  187815.5  1341703.8
   74.000     7.148     8.314     0.482     0.140     0.000  188171.6  1345038.5
   74.500     7.153     8.320     0.482     0.140     0.000  188448.0  1347902.7
   75.000     7.158     8.326     0.482     0.140     0.000  188722.8  1350820.6
   75.500     7.163     8.332     0.482     0.140     0.000  189016.5  1353892.4
   76.000     7.168     8.337     0.482     0.140     0.000  189291.1  1356797.1
   76.500     7.172     8.343     0.482     0.140     0.000  189547.6  1359496.8
   77.000     7.176     8.347     0.483     0.140     0.000  189895.2  1362734.0
   77.500     7.179     8.352     0.483     0.140     0.000  190066.8  1364545.9
   78.000     7.181     8.354     0.483     0.141     0.000  190547.4  1368401.5
   78.500     7.182     8.357     0.483     0.141     0.000  190599.3  1368945.0
   79.000     7.182     8.357     0.485     0.141     0.000  191263.3  1373679.6
   79.500     7.180     8.359     0.485     0.141     0.000  191173.2  1372709.1
   80.000     7.178     8.356     0.486     0.142     0.000  192066.2  1378582.9
   80.500     7.173     8.357     0.486     0.142     0.000  191820.3  1375944.1
   81.000     7.167     8.351     0.489     0.143     0.000  192978.2  1383161.4
   81.500     7.160     8.351     0.489     0.143     0.000  192567.6  1378755.0
   82.000     7.151     8.341     0.493     0.144     0.000  194009.8  1387412.8
   82.500     7.141     8.340     0.493     0.144     0.000  193430.4  1381200.6
   83.000     7.129     8.326     0.497     0.145     0.000  195151.0  1391237.9
   83.500     7.115     8.325     0.497     0.145     0.000  194406.7  1383275.3
   84.000     7.101     8.308     0.502     0.147     0.000  196361.9  1394397.2
   84.500     7.085     8.306     0.502     0.147     0.000  195467.4  1384867.0
   85.000     7.068     8.287     0.507     0.149     0.000  197567.2  1396498.3
   85.500     7.050     8.284     0.507     0.149     0.000  196550.5  1385724.9
   86.000     7.032     8.263     0.513     0.151     0.000  198677.9  1397149.9
   86.500     7.013     8.260     0.513     0.151     0.000  197579.7  1385586.2
   87.000     6.994     8.238     0.518     0.153     0.000  199621.9  1396166.7
   87.500     6.974     8.234     0.518     0.153     0.000  198492.6  1384350.0
   88.000     6.956     8.212     0.524     0.155     0.000  200360.0  1393641.2
   88.500     6.937     8.208     0.524     0.155     0.000  199253.4  1382129.9
   89.000     6.919     8.187     0.529     0.157     0.000  200890.2  1389930.9
   89.500     6.901     8.183     0.529     0.157     0.000  199856.2  1379232.9
   90.000     6.885     8.164     0.533     0.158     0.000  201254.4  1385654.0
   90.500     6.869     8.161     0.533     0.158     0.000  200333.0  1376162.9
   91.000     6.855     8.144     0.540     0.161     0.000  203500.6  1395095.8
   91.500     6.841     8.153     0.540     0.161     0.000  202641.0  1386275.8
   92.000     6.829     8.138     0.547     0.164     0.000  205849.9  1405660.1
   92.500     6.816     8.148     0.547     0.164     0.000  205073.9  1397725.8
   93.000     6.805     8.135     0.554     0.166     0.000  208349.6  1417817.0
   93.500     6.794     8.148     0.554     0.166     0.000  207679.5  1410986.5
   94.000     6.785     8.137     0.561     0.169     0.000  211049.2  1432055.5
   94.500     6.777     8.152     0.561     0.169     0.000  210507.9  1426557.6
   95.000     6.771     8.145     0.568     0.171     0.000  214000.1  1448889.9
   95.500     6.764     8.163     0.568     0.171     0.000  213609.9  1444944.0
   96.000     6.761     8.159     0.572     0.173     0.000  215902.6  1459683.4
   96.500     6.758     8.172     0.572     0.173     0.000  215730.5  1457961.0
   97.000     6.758     8.172     0.575     0.174     0.000  217545.6  1470195.8
   97.500     6.759     8.185     0.575     0.174     0.000  217604.0  1470817.8
   98.000     6.762     8.189     0.578     0.175     0.000  219082.9  1481507.5
   98.500     6.767     8.202     0.578     0.175     0.000  219347.8  1484234.2
   99.000     6.772     8.210     0.579     0.176     0.000  220719.2  1494805.3
   99.500     6.779     8.224     0.579     0.176     0.000  221129.1  1499020.7
  100.000     6.786     8.233     0.582     0.177     0.000  222977.0  1513206.9
  100.500     6.794     8.251     0.582     0.177     0.000  223431.5  1517899.7
  101.000     6.801     8.260     0.583     0.177     0.000  224553.2  1527202.4
  101.500     6.808     8.273     0.583     0.177     0.000  224999.7  1531835.5
  102.000     6.815     8.281     0.582     0.177     0.000  225128.3  1534251.1
  102.500     6.822     8.287     0.582     0.177     0.000  225538.9  1538526.5
  103.000     6.827     8.294     0.583     0.177     0.000  226253.4  1544736.6
  103.500     6.832     8.302     0.583     0.177     0.000  226563.7  1547980.5
  104.000     6.837     8.308     0.582     0.177     0.000  226150.1  1546107.2
  104.500     6.841     8.308     0.582     0.177     0.000  226396.3  1548670.4
  105.000     6.844     8.312     0.582     0.177     0.000  226839.8  1552433.1
  105.500     6.846     8.316     0.582     0.177     0.000  227004.7  1554132.5
  106.000     6.848     8.319     0.581     0.176     0.000  226257.2  1549496.3
  106.500     6.851     8.316     0.581     0.176     0.000  226426.5  1551208.1
  107.000     6.853     8.319     0.578     0.175     0.000  224981.0  1541837.9
  107.500     6.857     8.313     0.578     0.175     0.000  225222.0  1544260.1
  108.000     6.860     8.317     0.575     0.174     0.000  223856.5  1535704.8
  108.500     6.865     8.313     0.575     0.174     0.000  224196.4  1539130.3
  109.000     6.870     8.319     0.572     0.173     0.000  222454.7  1528335.3
  109.500     6.877     8.314     0.572     0.173     0.000  222922.6  1533080.7
  110.000     6.884     8.322     0.568     0.171     0.000  220991.5  1521389.8
  110.500     6.893     8.317     0.568     0.171     0.000  221584.4  1527444.5
  111.000     6.902     8.328     0.563     0.169     0.000  219411.0  1514436.2
  111.500     6.913     8.323     0.563     0.169     0.000  220100.4  1521524.4
  112.000     6.923     8.336     0.558     0.168     0.000  218041.4  1509521.4
  112.500     6.934     8.332     0.558     0.168     0.000  218764.1  1516995.0
  113.000     6.945     8.344     0.554     0.166     0.000  216686.8  1504845.3
  113.500     6.956     8.340     0.554     0.166     0.000  217377.1  1512021.3
  114.000     6.965     8.351     0.549     0.164     0.000  215137.1  1498503.5
  114.500     6.975     8.345     0.549     0.164     0.000  215746.6  1504867.3
  115.000     6.983     8.355     0.544     0.163     0.000  213689.2  1492265.4
  115.500     6.991     8.348     0.544     0.163     0.000  214187.1  1497484.2
  116.000     6.998     8.356     0.543     0.162     0.000  213887.9  1496795.7
  116.500     7.004     8.358     0.543     0.162     0.000  214229.9  1500396.0
  117.000     7.008     8.364     0.538     0.160     0.000  211581.3  1482810.8
  117.500     7.014     8.352     0.538     0.160     0.000  211913.5  1486319.0
  118.000     7.019     8.358     0.534     0.159     0.000  209677.4  1471695.2
  118.500     7.025     8.350     0.534     0.159     0.000  210054.8  1475687.2
  119.000     7.032     8.357     0.529     0.157     0.000  207782.1  1461056.6
  119.500     7.040     8.350     0.529     0.157     0.000  208269.2  1466211.5
  120.000     7.049     8.361     0.526     0.156     0.000  206983.4  1458959.6
  120.500     7.059     8.362     0.526     0.156     0.000  207586.9  1465350.4
  121.000     7.070     8.374     0.520     0.154     0.000  204745.2  1447506.3
  121.500     7.083     8.369     0.520     0.154     0.000  205524.4  1455769.1
  122.000     7.097     8.385     0.516     0.152     0.000  203998.6  1447754.6
  122.500     7.112     8.388     0.516     0.152     0.000  204879.4  1457124.7
  123.000     7.127     8.406     0.511     0.150     0.000  203013.4  1446919.2
  123.500     7.144     8.408     0.511     0.150     0.000  203953.2  1456961.8
  124.000     7.159     8.427     0.506     0.149     0.000  202016.1  1446302.7
  124.500     7.176     8.429     0.506     0.149     0.000  202950.6  1456348.7
  125.000     7.191     8.447     0.502     0.147     0.000  201386.7  1448211.8
  125.500     7.207     8.450     0.502     0.147     0.000  202241.0  1457462.3
  126.000     7.220     8.466     0.497     0.146     0.000  200482.3  1447539.8
  126.500     7.234     8.466     0.497     0.146     0.000  201216.8  1455556.9
  127.000     7.245     8.480     0.493     0.144     0.000  199499.5  1445452.4
  127.500     7.257     8.478     0.493     0.144     0.000  200096.3  1452013.9
  128.000     7.266     8.489     0.490     0.143     0.000  198530.0  1442508.3
  128.500     7.275     8.487     0.490     0.143     0.000  199001.9  1447720.7
  129.000     7.282     8.496     0.486     0.142     0.000  197296.3  1436790.0
  129.500     7.290     8.492     0.486     0.142     0.000  197693.8  1441177.4
  130.000     7.297     8.500     0.483     0.140     0.000  196214.9  1431685.2
  130.500     7.303     8.497     0.483     0.140     0.000  196587.7  1435774.9
  131.000     7.310     8.504     0.480     0.139     0.000  195310.0  1427704.9
  131.500     7.317     8.503     0.480     0.139     0.000  195698.6  1431938.9
  132.000     7.324     8.511     0.478     0.139     0.000  194919.0  1427576.9
  132.500     7.331     8.512     0.478     0.139     0.000  195332.3  1432057.0
  133.000     7.339     8.521     0.476     0.138     0.000  194789.1  1429492.7
  133.500     7.346     8.524     0.476     0.138     0.000  195223.0  1434181.6
  134.000     7.354     8.532     0.475     0.138     0.000  194832.4  1432774.2
  134.500     7.362     8.537     0.475     0.138     0.000  195273.7  1437540.0
  135.000     7.369     8.545     0.474     0.137     0.000  195090.2  1437659.0
  135.500     7.377     8.551     0.474     0.137     0.000  195524.4  1442357.0
  136.000     7.384     8.559     0.473     0.137     0.000  195531.8  1443863.2
  136.500     7.392     8.565     0.473     0.137     0.000  195952.6  1448436.5
  137.000     7.399     8.574     0.472     0.137     0.000  195803.5  1448769.2
  137.500     7.407     8.579     0.472     0.137     0.000  196220.7  1453338.2
  138.000     7.414     8.588     0.471     0.136     0.000  196207.9  1454705.0
  138.500     7.422     8.594     0.471     0.136     0.000  196618.1  1459239.8
  139.000     7.429     8.603     0.471     0.136     0.000  196778.8  1461894.9
  139.500     7.436     8.610     0.471     0.136     0.000  197164.0  1466199.6
  140.000     7.443     8.618     0.471     0.136     0.000  197411.4  1469405.3
  140.500     7.450     8.625     0.471     0.136     0.000  197740.8  1473127.4
  141.000     7.455     8.631     0.471     0.136     0.000  198012.3  1476273.6
  141.500     7.460     8.637     0.471     0.136     0.000  198248.7  1478979.7
  142.000     7.464     8.641     0.471     0.136     0.000  198653.3  1482728.4
  142.500     7.466     8.645     0.471     0.136     0.000  198762.2  1484007.9
  143.000     7.467     8.646     0.472     0.137     0.000  199212.1  1487588.4
  143.500     7.467     8.648     0.472     0.137     0.000  199180.0  1487275.8
  144.000     7.465     8.646     0.473     0.137     0.000  199587.1  1490011.2
  144.500     7.463     8.646     0.473     0.137     0.000  199426.0  1488237.0
  145.000     7.459     8.642     0.474     0.137     0.000  199837.3  1490557.8
  145.500     7.454     8.640     0.474     0.137     0.000  199575.3  1487640.2
  146.000     7.449     8.634     0.474     0.137     0.000  199716.3  1487626.9
  146.500     7.443     8.629     0.474     0.137     0.000  199397.9  1484073.2
  147.000     7.437     8.622     0.475     0.138     0.000  199393.7  1482827.2
  147.500     7.430     8.617     0.475     0.138     0.000  199055.3  1479051.7
  148.000     7.424     8.610     0.475     0.138     0.000  198748.3  1475528.8
  148.500     7.418     8.603     0.475     0.138     0.000  198424.0  1471910.1
  149.000     7.412     8.596     0.475     0.138     0.000  197991.8  1467543.7
  149.500     7.407     8.589     0.475     0.138     0.000  197703.0  1464320.6
  150.000     7.402     8.583     0.474     0.137     0.000  197107.4  1458906.7
  150.500     7.397     8.576     0.474     0.137     0.000  196878.1  1456345.6
  151.000     7.393     8.571     0.474     0.137     0.000  196352.8  1451718.3
  151.500     7.391     8.566     0.474     0.137     0.000  196205.2  1450070.8
  152.000     7.389     8.564     0.473     0.137     0.000  195700.1  1445950.1
  152.500     7.388     8.561     0.473     0.137     0.000  195656.2  1445471.3
  153.000     7.388     8.561     0.472     0.137     0.000  195335.1  1443136.8
  153.500     7.389     8.560     0.472     0.137     0.000  195398.2  1443868.3
  154.000     7.392     8.563     0.472     0.137     0.000  195110.0  1442173.7
  154.500     7.395     8.564     0.472     0.137     0.000  195263.4  1443926.7
  155.000     7.398     8.568     0.472     0.137     0.000  195379.9  1445498.0
  155.500     7.402     8.573     0.472     0.137     0.000  195568.3  1447644.3
  156.000     7.406     8.577     0.471     0.136     0.000  195679.2  1449192.3
  156.500     7.409     8.580     0.471     0.136     0.000  195845.7  1451078.1
  157.000     7.412     8.583     0.471     0.136     0.000  196001.7  1452749.3
  157.500     7.414     8.585     0.471     0.136     0.000  196089.5  1453730.6
  158.000     7.414     8.586     0.472     0.137     0.000  196305.1  1455445.5
  158.500     7.413     8.586     0.472     0.137     0.000  196273.5  1455071.4
  159.000     7.412     8.584     0.472     0.137     0.000  196593.9  1457065.3
  159.500     7.408     8.583     0.472     0.137     0.000  196422.0  1455121.3
  160.000     7.404     8.577     0.474     0.137     0.000  196959.2  1458198.2
  160.500     7.397     8.575     0.474     0.137     0.000  196640.9  1454633.7
  161.000     7.390     8.567     0.476     0.138     0.000  197387.0  1458745.7
  161.500     7.382     8.563     0.476     0.138     0.000  196929.3  1453652.7
  162.000     7.372     8.552     0.478     0.139     0.000  197934.5  1459208.9
  162.500     7.361     8.549     0.478     0.139     0.000  197353.5  1452773.6
  163.000     7.350     8.536     0.481     0.140     0.000  198010.9  1455377.8
  163.500     7.338     8.529     0.481     0.140     0.000  197356.1  1448148.9
  164.000     7.326     8.515     0.484     0.141     0.000  198398.8  1453377.2
  164.500     7.313     8.510     0.484     0.141     0.000  197702.5  1445711.2
  165.000     7.300     8.495     0.487     0.142     0.000  198950.0  1452354.2
  165.500     7.287     8.492     0.487     0.142     0.000  198256.5  1444736.7
  166.000     7.275     8.478     0.491     0.143     0.000  199695.2  1452839.2
  166.500     7.263     8.477     0.491     0.143     0.000  199043.5  1445696.2
  167.000     7.252     8.464     0.495     0.145     0.000  200841.4  1456583.1
  167.500     7.241     8.466     0.495     0.145     0.000  200245.2  1450064.8
  168.000     7.232     8.454     0.499     0.146     0.000  202068.6  1461320.3
  168.500     7.222     8.457     0.499     0.146     0.000  201528.3  1455431.1
  169.000     7.213     8.447     0.503     0.147     0.000  203317.9  1466591.6
  169.500     7.204     8.450     0.503     0.147     0.000  202812.1  1461106.6
  170.000     7.196     8.441     0.507     0.149     0.000  204477.8  1471432.4
  170.500     7.187     8.444     0.507     0.149     0.000  203978.1  1466045.0
  171.000     7.179     8.434     0.511     0.150     0.000  205772.6  1477257.6
  171.500     7.170     8.437     0.511     0.150     0.000  205245.1  1471603.7
  172.000     7.161     8.427     0.514     0.152     0.000  206853.5  1481344.3
  172.500     7.152     8.429     0.514     0.152     0.000  206290.4  1475336.2
  173.000     7.143     8.418     0.518     0.153     0.000  207808.1  1484281.3
  173.500     7.132     8.419     0.518     0.153     0.000  207210.5  1477927.5
  174.000     7.123     8.407     0.521     0.154     0.000  208690.9  1486471.6
  174.500     7.112     8.408     0.521     0.154     0.000  208064.7  1479830.5
  175.000     7.102     8.396     0.525     0.155     0.000  209678.4  1489207.5
  175.500     7.091     8.397     0.525     0.155     0.000  209024.1  1482284.1
  176.000     7.081     8.385     0.529     0.157     0.000  210666.5  1491749.7
  176.500     7.070     8.385     0.529     0.157     0.000  209990.1  1484612.2
  177.000     7.059     8.373     0.533     0.158     0.000  211687.7  1494382.0
  177.500     7.048     8.374     0.533     0.158     0.000  211000.0  1487147.4
  178.000     7.038     8.362     0.537     0.160     0.000  212748.6  1497245.6
  178.500     7.027     8.364     0.537     0.160     0.000  212071.3  1490144.8
  179.000     7.017     8.352     0.541     0.161     0.000  213569.2  1498549.8
  179.500     7.007     8.353     0.541     0.161     0.000  212947.1  1492051.6
  180.000     6.998     8.343     0.545     0.163     0.000  214598.3  1501761.9
  180.500     6.989     8.347     0.545     0.163     0.000  214062.0  1496178.0
  181.000     6.982     8.338     0.550     0.164     0.000  216573.6  1512216.9
  181.500     6.975     8.348     0.550     0.164     0.000  216115.8  1507458.7
  182.000     6.970     8.342     0.553     0.166     0.000  217929.7  1518886.4
  182.500     6.964     8.349     0.553     0.166     0.000  217583.4  1515287.2
  183.000     6.960     8.344     0.557     0.167     0.000  219727.9  1529321.6
  183.500     6.956     8.354     0.557     0.167     0.000  219445.3  1526375.3
  184.000     6.952     8.349     0.562     0.169     0.000  221668.8  1541038.0
  184.500     6.947     8.360     0.562     0.169     0.000  221375.5  1537975.0
  185.000     6.943     8.354     0.566     0.171     0.000  223862.1  1554250.8
  185.500     6.937     8.364     0.566     0.171     0.000  223451.2  1549975.1
  186.000     6.930     8.356     0.572     0.173     0.000  226325.3  1568351.2
  186.500     6.920     8.365     0.572     0.173     0.000  225682.0  1561691.2
  187.000     6.909     8.352     0.577     0.175     0.000  228182.9  1576535.1
  187.500     6.895     8.356     0.577     0.175     0.000  227249.0  1566909.6
  188.000     6.880     8.338     0.583     0.177     0.000  230108.0  1583124.0
  188.500     6.861     8.340     0.583     0.177     0.000  228837.9  1570087.0
  189.000     6.841     8.316     0.590     0.180     0.000  231463.5  1583519.7
  189.500     6.818     8.313     0.590     0.180     0.000  229896.8  1567516.0
  190.000     6.795     8.285     0.596     0.182     0.000  232216.6  1577902.7
  190.500     6.769     8.279     0.596     0.182     0.000  230447.6  1559940.0
  191.000     6.744     8.248     0.603     0.185     0.000  232564.1  1568373.6
  191.500     6.717     8.240     0.603     0.185     0.000  230709.3  1549671.5
  192.000     6.691     8.209     0.609     0.187     0.000  232736.7  1557337.7
  192.500     6.665     8.201     0.609     0.187     0.000  230905.2  1539011.6
