    Time      Ur        Uinf      Ct_adm    a        Yaw(deg)  Thrust     Power  
   85.500     5.302     6.257     0.517     0.153     0.000  109403.3   580061.6
   86.000     5.291     6.245     0.524     0.155     0.000  110737.8   585940.1
   86.500     5.279     6.246     0.524     0.155     0.000  110151.2   581481.6
   87.000     5.267     6.233     0.530     0.157     0.000  111464.1   587114.4
   87.500     5.255     6.235     0.530     0.157     0.000  110932.7   582993.4
   88.000     5.245     6.223     0.535     0.159     0.000  112232.6   588683.5
   88.500     5.236     6.227     0.535     0.159     0.000  111828.7   585502.9
   89.000     5.229     6.218     0.540     0.161     0.000  113091.4   591298.7
   89.500     5.222     6.225     0.540     0.161     0.000  112832.6   589245.1
   90.000     5.218     6.220     0.545     0.163     0.000  114007.6   594912.4
   90.500     5.215     6.228     0.545     0.163     0.000  113857.6   593735.2
   91.000     5.213     6.225     0.552     0.165     0.000  115951.8   604403.5
   91.500     5.209     6.241     0.552     0.165     0.000  115804.9   603277.7
   92.000     5.207     6.238     0.559     0.168     0.000  117858.3   613653.7
   92.500     5.202     6.252     0.559     0.168     0.000  117639.7   611988.4
   93.000     5.197     6.246     0.566     0.170     0.000  119584.9   621535.2
   93.500     5.190     6.257     0.566     0.170     0.000  119243.8   618922.5
   94.000     5.183     6.248     0.572     0.173     0.000  121041.8   627325.2
   94.500     5.173     6.255     0.572     0.173     0.000  120560.2   623617.7
   95.000     5.162     6.242     0.579     0.176     0.000  122203.9   630822.8
   95.500     5.149     6.246     0.579     0.176     0.000  121594.0   626133.5
   96.000     5.137     6.231     0.584     0.178     0.000  122656.7   630039.4
   96.500     5.123     6.229     0.584     0.178     0.000  121968.7   624813.1
   97.000     5.109     6.213     0.588     0.179     0.000  122501.4   625907.5
   97.500     5.096     6.207     0.588     0.179     0.000  121783.8   620591.5
   98.000     5.083     6.192     0.591     0.180     0.000  121887.2   619571.3
   98.500     5.071     6.184     0.591     0.180     0.000  121164.3   614376.2
   99.000     5.059     6.169     0.593     0.181     0.000  121119.5   612703.2
   99.500     5.047     6.161     0.593     0.181     0.000  120386.5   607537.6
  100.000     5.035     6.146     0.595     0.182     0.000  120549.2   606925.0
  100.500     5.022     6.139     0.595     0.182     0.000  119798.2   601646.5
  101.000     5.010     6.124     0.597     0.183     0.000  119650.0   599435.6
  101.500     4.998     6.115     0.597     0.183     0.000  118924.6   594331.6
  102.000     4.986     6.100     0.597     0.183     0.000  118309.3   589872.5
  102.500     4.975     6.088     0.597     0.183     0.000  117679.9   585457.5
  103.000     4.965     6.076     0.598     0.183     0.000  117433.5   583089.8
  103.500     4.957     6.068     0.598     0.183     0.000  116935.8   579605.6
  104.000     4.949     6.059     0.598     0.183     0.000  116352.1   575881.2
  104.500     4.944     6.051     0.598     0.183     0.000  116046.8   573750.4
  105.000     4.941     6.047     0.599     0.183     0.000  116045.3   573325.5
  105.500     4.939     6.046     0.599     0.183     0.000  115948.5   572621.8
  106.000     4.939     6.046     0.597     0.183     0.000  115596.9   570888.2
  106.500     4.941     6.046     0.597     0.183     0.000  115764.8   572003.1
  107.000     4.946     6.052     0.595     0.182     0.000  115246.7   569987.0
  107.500     4.954     6.053     0.595     0.182     0.000  115726.2   573272.4
  108.000     4.964     6.066     0.592     0.180     0.000  115431.2   573022.1
  108.500     4.978     6.075     0.592     0.180     0.000  116249.0   578720.8
  109.000     4.995     6.095     0.588     0.179     0.000  115971.5   579310.3
  109.500     5.016     6.109     0.588     0.179     0.000  117142.2   587628.1
  110.000     5.040     6.138     0.583     0.177     0.000  116959.4   589516.0
  110.500     5.068     6.159     0.583     0.177     0.000  118459.9   600398.6
  111.000     5.099     6.195     0.577     0.175     0.000  118334.7   603364.0
  111.500     5.133     6.221     0.577     0.175     0.000  120099.5   616429.9
  112.000     5.168     6.263     0.572     0.173     0.000  120165.0   621004.5
  112.500     5.206     6.293     0.572     0.173     0.000  122091.2   635547.8
  113.000     5.243     6.338     0.566     0.171     0.000  122229.6   640887.1
  113.500     5.282     6.369     0.566     0.171     0.000  124203.3   656070.9
  114.000     5.320     6.415     0.561     0.169     0.000  124257.7   661084.9
  114.500     5.359     6.445     0.561     0.169     0.000  126174.3   676107.2
  115.000     5.395     6.489     0.556     0.167     0.000  126278.2   681276.5
  115.500     5.431     6.517     0.556     0.167     0.000  128052.1   695447.3
  116.000     5.465     6.558     0.554     0.166     0.000  129091.6   705443.8
  116.500     5.497     6.591     0.554     0.166     0.000  130648.2   718117.1
  117.000     5.526     6.626     0.549     0.164     0.000  130209.9   719558.8
  117.500     5.555     6.645     0.549     0.164     0.000  131566.0   730839.8
  118.000     5.581     6.677     0.544     0.162     0.000  131156.2   732045.6
  118.500     5.607     6.694     0.544     0.162     0.000  132319.9   741950.5
  119.000     5.631     6.722     0.539     0.161     0.000  131717.1   741707.7
  119.500     5.654     6.737     0.539     0.161     0.000  132722.4   750469.8
  120.000     5.676     6.762     0.536     0.160     0.000  132557.3   752417.5
  120.500     5.697     6.779     0.536     0.160     0.000  133428.1   760176.5
  121.000     5.717     6.802     0.531     0.157     0.000  132155.0   755529.1
  121.500     5.737     6.809     0.531     0.157     0.000  132953.0   762751.2
  122.000     5.756     6.831     0.527     0.156     0.000  132332.9   761655.7
  122.500     5.774     6.842     0.527     0.156     0.000  133052.6   768226.1
  123.000     5.791     6.862     0.523     0.155     0.000  132124.3   765077.1
  123.500     5.807     6.868     0.523     0.155     0.000  132772.2   771004.3
  124.000     5.822     6.886     0.518     0.153     0.000  131676.8   766573.8
  124.500     5.836     6.889     0.518     0.153     0.000  132240.2   771722.1
  125.000     5.848     6.903     0.514     0.151     0.000  131273.4   767671.1
  125.500     5.859     6.905     0.514     0.151     0.000  131721.4   771753.7
  126.000     5.868     6.915     0.510     0.150     0.000  130537.8   765964.2
  126.500     5.875     6.912     0.510     0.150     0.000  130841.7   768724.0
  127.000     5.880     6.917     0.506     0.149     0.000  129562.3   761819.6
  127.500     5.883     6.909     0.506     0.149     0.000  129682.8   762905.3
  128.000     5.883     6.909     0.502     0.147     0.000  128348.1   755013.9
  128.500     5.880     6.895     0.502     0.147     0.000  128241.5   754038.2
  129.000     5.873     6.888     0.498     0.146     0.000  126625.0   743727.0
  129.500     5.864     6.866     0.498     0.146     0.000  126265.0   740464.0
  130.000     5.851     6.851     0.495     0.145     0.000  124544.6   728761.1
  130.500     5.836     6.823     0.495     0.145     0.000  123923.8   723164.9
  131.000     5.816     6.800     0.492     0.144     0.000  122076.7   710002.7
  131.500     5.794     6.766     0.492     0.144     0.000  121222.3   702353.8
  132.000     5.769     6.736     0.490     0.143     0.000  119451.1   689084.9
  132.500     5.742     6.698     0.490     0.143     0.000  118417.7   679909.4
  133.000     5.712     6.664     0.488     0.142     0.000  116640.4   666303.3
  133.500     5.682     6.624     0.488     0.142     0.000  115515.8   656411.6
  134.000     5.652     6.588     0.486     0.141     0.000  113784.1   643081.8
  134.500     5.622     6.548     0.486     0.141     0.000  112676.9   633432.4
  135.000     5.592     6.514     0.484     0.141     0.000  111142.7   621564.9
  135.500     5.565     6.479     0.484     0.141     0.000  110166.1   613114.4
  136.000     5.541     6.450     0.483     0.141     0.000  108936.6   603582.7
  136.500     5.519     6.422     0.483     0.141     0.000  108192.5   597154.5
  137.000     5.502     6.402     0.482     0.140     0.000  107171.6   589627.7
  137.500     5.488     6.383     0.482     0.140     0.000  106735.9   585809.6
  138.000     5.479     6.372     0.481     0.140     0.000  106122.5   581476.9
  138.500     5.475     6.364     0.481     0.140     0.000  106015.9   580397.5
  139.000     5.474     6.363     0.480     0.139     0.000  105828.5   579294.8
  139.500     5.477     6.364     0.480     0.139     0.000  106015.1   580633.7
  140.000     5.483     6.371     0.479     0.139     0.000  106157.9   582052.7
  140.500     5.491     6.380     0.479     0.139     0.000  106563.4   585185.0
  141.000     5.502     6.392     0.479     0.139     0.000  106928.6   588294.0
  141.500     5.513     6.405     0.479     0.139     0.000  107468.7   592519.7
  142.000     5.526     6.419     0.479     0.139     0.000  108046.9   597059.9
  142.500     5.539     6.434     0.479     0.139     0.000  108656.6   601852.7
  143.000     5.553     6.450     0.479     0.139     0.000  109367.0   607272.5
  143.500     5.567     6.467     0.479     0.139     0.000  110015.1   612413.5
  144.000     5.581     6.484     0.480     0.139     0.000  110801.9   618410.7
  144.500     5.596     6.503     0.480     0.139     0.000  111477.2   623871.4
  145.000     5.612     6.521     0.480     0.140     0.000  112367.7   630634.4
  145.500     5.628     6.541     0.480     0.140     0.000  113048.6   636290.0
  146.000     5.645     6.561     0.481     0.140     0.000  113870.8   642791.8
  146.500     5.661     6.581     0.481     0.140     0.000  114508.9   648240.4
  147.000     5.676     6.598     0.481     0.140     0.000  115260.2   654262.2
  147.500     5.690     6.616     0.481     0.140     0.000  115781.5   658822.7
  148.000     5.702     6.630     0.481     0.140     0.000  116270.8   662985.5
  148.500     5.711     6.641     0.481     0.140     0.000  116609.3   666005.5
  149.000     5.718     6.648     0.481     0.140     0.000  116835.3   668062.5
  149.500     5.722     6.653     0.481     0.140     0.000  116959.5   669196.2
  150.000     5.722     6.654     0.481     0.140     0.000  116845.7   668632.1
  150.500     5.721     6.650     0.481     0.140     0.000  116777.4   668035.3
  151.000     5.717     6.646     0.481     0.140     0.000  116460.0   665747.5
  151.500     5.711     6.638     0.481     0.140     0.000  116255.4   663920.2
  152.000     5.704     6.630     0.480     0.139     0.000  115763.3   660325.0
  152.500     5.697     6.620     0.480     0.139     0.000  115509.8   658061.9
  153.000     5.690     6.612     0.479     0.139     0.000  115026.0   654506.7
  153.500     5.684     6.603     0.479     0.139     0.000  114803.3   652534.0
  154.000     5.679     6.597     0.478     0.139     0.000  114335.6   649291.7
  154.500     5.675     6.590     0.478     0.139     0.000  114199.2   648103.8
  155.000     5.673     6.588     0.478     0.139     0.000  114033.5   646911.6
  155.500     5.672     6.586     0.478     0.139     0.000  113997.5   646620.9
  156.000     5.673     6.587     0.478     0.139     0.000  113947.4   646397.0
  156.500     5.674     6.588     0.478     0.139     0.000  114001.4   646893.6
  157.000     5.677     6.591     0.478     0.139     0.000  114102.3   647754.9
  157.500     5.680     6.595     0.478     0.139     0.000  114216.0   648760.4
  158.000     5.684     6.599     0.478     0.139     0.000  114464.9   650579.6
  158.500     5.687     6.604     0.478     0.139     0.000  114603.5   651786.3
  159.000     5.691     6.608     0.479     0.139     0.000  115003.3   654484.4
  159.500     5.694     6.615     0.479     0.139     0.000  115135.9   655633.6
  160.000     5.698     6.618     0.480     0.140     0.000  115727.1   659376.4
  160.500     5.700     6.625     0.480     0.140     0.000  115827.6   660258.9
  161.000     5.703     6.628     0.482     0.140     0.000  116584.2   664845.7
  161.500     5.704     6.635     0.482     0.140     0.000  116626.9   665260.2
  162.000     5.705     6.636     0.485     0.141     0.000  117549.9   670633.1
  162.500     5.705     6.643     0.485     0.141     0.000  117500.6   670298.2
  163.000     5.703     6.641     0.487     0.142     0.000  118192.6   674079.3
  163.500     5.700     6.644     0.487     0.142     0.000  118016.0   672693.7
  164.000     5.695     6.638     0.491     0.143     0.000  118834.0   676796.9
  164.500     5.688     6.638     0.491     0.143     0.000  118481.4   673929.0
  165.000     5.679     6.627     0.494     0.144     0.000  119262.9   677279.4
  165.500     5.667     6.623     0.494     0.144     0.000  118707.9   672690.4
  166.000     5.653     6.607     0.498     0.146     0.000  119392.7   674893.0
  166.500     5.636     6.598     0.498     0.146     0.000  118645.6   668673.0
  167.000     5.618     6.576     0.503     0.147     0.000  119325.5   670322.8
  167.500     5.597     6.564     0.503     0.147     0.000  118433.3   662887.7
  168.000     5.576     6.540     0.507     0.149     0.000  118965.2   663368.7
  168.500     5.554     6.526     0.507     0.149     0.000  118010.6   655441.4
  169.000     5.533     6.500     0.511     0.150     0.000  118446.7   655316.6
  169.500     5.511     6.486     0.511     0.150     0.000  117519.2   647660.2
  170.000     5.491     6.463     0.515     0.152     0.000  117911.6   647466.4
  170.500     5.472     6.451     0.515     0.152     0.000  117085.9   640697.9
  171.000     5.455     6.431     0.519     0.153     0.000  117659.6   641838.5
  171.500     5.439     6.423     0.519     0.153     0.000  116976.2   636270.6
  172.000     5.426     6.407     0.523     0.154     0.000  117605.9   638114.7
  172.500     5.414     6.403     0.523     0.154     0.000  117081.0   633850.0
  173.000     5.404     6.391     0.526     0.156     0.000  117821.4   636683.7
  173.500     5.395     6.391     0.526     0.156     0.000  117443.0   633597.8
  174.000     5.388     6.382     0.530     0.157     0.000  118300.3   637382.4
  174.500     5.381     6.384     0.530     0.157     0.000  118038.1   635214.1
  175.000     5.376     6.378     0.533     0.158     0.000  119066.6   640142.4
  175.500     5.371     6.383     0.533     0.158     0.000  118877.6   638542.7
  176.000     5.367     6.378     0.537     0.160     0.000  119977.4   643962.9
  176.500     5.363     6.384     0.537     0.160     0.000  119817.7   642587.6
  177.000     5.359     6.379     0.541     0.161     0.000  120959.6   648239.9
  177.500     5.355     6.385     0.541     0.161     0.000  120789.2   646775.6
  178.000     5.350     6.379     0.545     0.163     0.000  121931.7   652348.4
  178.500     5.345     6.384     0.545     0.163     0.000  121719.5   650554.4
  179.000     5.339     6.377     0.549     0.164     0.000  122656.0   654883.5
  179.500     5.333     6.379     0.549     0.164     0.000  122388.6   652662.3
  180.000     5.326     6.371     0.552     0.165     0.000  123309.3   656749.2
  180.500     5.318     6.372     0.552     0.165     0.000  122975.6   654020.2
  181.000     5.310     6.363     0.557     0.167     0.000  124259.7   659856.8
  181.500     5.301     6.366     0.557     0.167     0.000  123839.8   656463.1
  182.000     5.291     6.354     0.561     0.169     0.000  124615.2   659363.5
  182.500     5.280     6.351     0.561     0.169     0.000  124119.4   655384.6
  183.000     5.269     6.338     0.565     0.170     0.000  124935.7   658277.1
  183.500     5.256     6.334     0.565     0.170     0.000  124354.2   653628.2
  184.000     5.243     6.318     0.569     0.172     0.000  125107.0   655926.3
  184.500     5.228     6.312     0.569     0.172     0.000  124437.1   650584.3
  185.000     5.213     6.293     0.573     0.173     0.000  125260.4   652983.0
  185.500     5.196     6.286     0.573     0.173     0.000  124500.7   646943.5
  186.000     5.179     6.266     0.579     0.175     0.000  125520.8   650099.9
  186.500     5.161     6.259     0.579     0.175     0.000  124672.2   643386.8
  187.000     5.142     6.236     0.584     0.177     0.000  125527.9   645447.6
  187.500     5.122     6.227     0.584     0.177     0.000  124612.3   638251.0
  188.000     5.102     6.203     0.590     0.180     0.000  125711.3   641379.6
  188.500     5.081     6.195     0.590     0.180     0.000  124739.9   633801.6
  189.000     5.060     6.170     0.596     0.182     0.000  125907.8   637136.0
  189.500     5.039     6.162     0.596     0.182     0.000  124903.0   629359.2
  190.000     5.018     6.137     0.603     0.185     0.000  126018.7   632349.3
  190.500     4.996     6.129     0.603     0.185     0.000  125009.9   624602.4
  191.000     4.976     6.104     0.609     0.187     0.000  126103.1   627476.6
  191.500     4.955     6.097     0.609     0.187     0.000  125119.1   619976.2
  192.000     4.936     6.073     0.615     0.190     0.000  126220.2   622960.1
  192.500     4.916     6.068     0.615     0.190     0.000  125291.5   615926.4
  193.000     4.898     6.045     0.621     0.192     0.000  126435.3   619273.7
  193.500     4.880     6.042     0.621     0.192     0.000  125597.6   612964.6
  194.000     4.865     6.023     0.627     0.195     0.000  126827.5   616990.7
  194.500     4.850     6.023     0.627     0.195     0.000  126125.3   611728.7
  195.000     4.838     6.008     0.633     0.197     0.000  127494.5   616823.2
  195.500     4.827     6.013     0.633     0.197     0.000  126979.5   612985.0
  196.000     4.820     6.003     0.639     0.200     0.000  128547.2   619585.0
  196.500     4.814     6.014     0.639     0.200     0.000  128271.4   617556.9
  197.000     4.813     6.012     0.645     0.202     0.000  130091.3   626071.9
  197.500     4.813     6.031     0.645     0.202     0.000  130094.4   626160.1
  198.000     4.817     6.036     0.648     0.203     0.000  131408.3   633052.0
