    Time      Ur        Uinf      Ct_adm    a        Yaw(deg)  Thrust     Power  
  116.500     5.239     6.268     0.549     0.164     0.000  119361.1   625328.0
  117.000     5.254     6.286     0.543     0.162     0.000  118382.2   621981.4
  117.500     5.269     6.288     0.543     0.162     0.000  119081.9   627386.3
  118.000     5.281     6.303     0.539     0.160     0.000  118164.1   624019.2
  118.500     5.292     6.303     0.539     0.160     0.000  118698.1   628168.6
  119.000     5.301     6.314     0.534     0.159     0.000  117558.2   623167.5
  119.500     5.308     6.310     0.534     0.159     0.000  117912.5   625926.6
  120.000     5.314     6.316     0.531     0.157     0.000  117091.0   622171.1
  120.500     5.317     6.311     0.531     0.157     0.000  117273.5   623593.0
  121.000     5.319     6.314     0.524     0.155     0.000  115389.8   613815.5
  121.500     5.321     6.299     0.524     0.155     0.000  115469.7   614467.1
  122.000     5.322     6.300     0.520     0.154     0.000  114163.2   607594.0
  122.500     5.323     6.289     0.520     0.154     0.000  114161.8   607653.8
  123.000     5.322     6.289     0.516     0.152     0.000  112611.7   599367.5
  123.500     5.322     6.276     0.516     0.152     0.000  112560.9   599088.4
  124.000     5.321     6.275     0.511     0.150     0.000  110958.9   590460.1
  124.500     5.321     6.262     0.511     0.150     0.000  110868.7   589902.3
  125.000     5.319     6.260     0.507     0.149     0.000  109491.3   582393.9
  125.500     5.317     6.247     0.507     0.149     0.000  109358.5   581501.1
  126.000     5.315     6.244     0.503     0.147     0.000  107922.1   573575.0
  126.500     5.312     6.230     0.503     0.147     0.000  107761.4   572437.3
  127.000     5.309     6.226     0.499     0.146     0.000  106404.2   564865.2
  127.500     5.306     6.212     0.499     0.146     0.000  106242.7   563678.1
  128.000     5.302     6.208     0.495     0.145     0.000  105041.7   556943.6
  128.500     5.299     6.196     0.495     0.145     0.000  104917.9   556000.2
  129.000     5.297     6.193     0.492     0.143     0.000  103740.0   549496.6
  129.500     5.296     6.183     0.492     0.143     0.000  103699.6   549155.8
  130.000     5.295     6.182     0.488     0.142     0.000  102739.8   544021.0
  130.500     5.296     6.175     0.488     0.142     0.000  102813.9   544530.0
  131.000     5.298     6.178     0.485     0.141     0.000  102060.0   540759.5
  131.500     5.302     6.175     0.485     0.141     0.000  102262.5   542237.5
  132.000     5.307     6.181     0.483     0.141     0.000  101855.4   540596.4
  132.500     5.314     6.183     0.483     0.141     0.000  102175.6   542975.4
  133.000     5.322     6.192     0.481     0.140     0.000  101967.3   542645.3
  133.500     5.331     6.197     0.481     0.140     0.000  102378.2   545737.9
  134.000     5.340     6.208     0.479     0.139     0.000  102301.2   546294.3
  134.500     5.350     6.216     0.479     0.139     0.000  102761.5   549799.4
  135.000     5.361     6.228     0.478     0.139     0.000  102815.1   551144.3
  135.500     5.371     6.236     0.478     0.139     0.000  103274.9   554683.7
  136.000     5.381     6.248     0.477     0.138     0.000  103417.0   556476.2
  136.500     5.390     6.256     0.477     0.138     0.000  103827.3   559664.5
  137.000     5.399     6.266     0.476     0.138     0.000  103838.4   560604.9
  137.500     5.406     6.272     0.476     0.138     0.000  104162.3   563140.0
  138.000     5.413     6.279     0.475     0.138     0.000  104159.5   563768.3
  138.500     5.417     6.283     0.475     0.138     0.000  104368.7   565405.6
  139.000     5.421     6.286     0.474     0.138     0.000  104353.7   565656.9
  139.500     5.422     6.287     0.474     0.138     0.000  104431.6   566242.8
  140.000     5.422     6.287     0.474     0.137     0.000  104353.8   565796.4
  140.500     5.420     6.283     0.474     0.137     0.000  104294.7   565267.9
  141.000     5.416     6.279     0.474     0.137     0.000  104129.2   563973.7
  141.500     5.411     6.272     0.474     0.137     0.000  103934.7   562339.2
  142.000     5.403     6.264     0.474     0.137     0.000  103755.6   560608.7
  142.500     5.394     6.254     0.474     0.137     0.000  103430.9   557918.4
  143.000     5.384     6.242     0.475     0.138     0.000  103214.7   555658.8
  143.500     5.371     6.229     0.475     0.138     0.000  102773.5   552040.8
  144.000     5.358     6.214     0.476     0.138     0.000  102498.5   549202.8
  144.500     5.344     6.199     0.476     0.138     0.000  101967.6   544893.5
  145.000     5.329     6.181     0.477     0.138     0.000  101685.7   541860.3
  145.500     5.313     6.166     0.477     0.138     0.000  101105.6   537199.9
  146.000     5.298     6.148     0.477     0.138     0.000  100715.2   533568.3
  146.500     5.283     6.132     0.477     0.138     0.000  100144.4   529028.4
  147.000     5.268     6.115     0.478     0.139     0.000   99751.3   525528.9
  147.500     5.255     6.101     0.478     0.139     0.000   99253.4   521607.9
  148.000     5.244     6.088     0.478     0.139     0.000   98828.2   518247.9
  148.500     5.235     6.077     0.478     0.139     0.000   98465.5   515425.7
  149.000     5.228     6.069     0.478     0.139     0.000   98137.1   513020.7
  149.500     5.223     6.064     0.478     0.139     0.000   97954.9   511641.0
  150.000     5.222     6.062     0.477     0.138     0.000   97729.8   510307.4
  150.500     5.223     6.062     0.477     0.138     0.000   97751.1   510543.6
  151.000     5.227     6.067     0.477     0.138     0.000   97742.4   510895.2
  151.500     5.234     6.073     0.477     0.138     0.000   97962.9   512711.1
  152.000     5.243     6.084     0.476     0.138     0.000   98114.3   514399.1
  152.500     5.254     6.096     0.476     0.138     0.000   98501.4   517535.1
  153.000     5.267     6.111     0.476     0.138     0.000   98836.2   520562.0
  153.500     5.281     6.126     0.476     0.138     0.000   99337.3   524598.1
  154.000     5.296     6.143     0.475     0.138     0.000   99715.3   528068.0
  154.500     5.311     6.159     0.475     0.138     0.000  100272.3   532541.5
  155.000     5.326     6.177     0.475     0.138     0.000  100829.0   537023.9
  155.500     5.341     6.194     0.475     0.138     0.000  101383.7   541476.0
  156.000     5.355     6.210     0.475     0.138     0.000  101888.5   545613.1
  156.500     5.368     6.226     0.475     0.138     0.000  102395.0   549690.7
  157.000     5.381     6.240     0.475     0.138     0.000  102868.3   553498.4
  157.500     5.392     6.253     0.475     0.138     0.000  103288.0   556904.9
  158.000     5.402     6.264     0.475     0.138     0.000  103744.8   560380.9
  158.500     5.410     6.274     0.475     0.138     0.000  104044.8   562853.4
  159.000     5.416     6.282     0.476     0.138     0.000  104509.9   566050.9
  159.500     5.421     6.289     0.476     0.138     0.000  104666.7   567380.3
  160.000     5.424     6.293     0.478     0.139     0.000  105191.6   570515.3
  160.500     5.424     6.297     0.478     0.139     0.000  105196.8   570608.7
  161.000     5.423     6.296     0.480     0.139     0.000  105772.0   573610.5
  161.500     5.420     6.297     0.480     0.139     0.000  105640.6   572569.7
  162.000     5.416     6.292     0.482     0.140     0.000  106299.3   575674.6
  162.500     5.410     6.292     0.482     0.140     0.000  106068.5   573800.2
  163.000     5.403     6.285     0.485     0.141     0.000  106513.8   575527.0
  163.500     5.396     6.282     0.485     0.141     0.000  106244.0   573326.3
  164.000     5.390     6.275     0.488     0.142     0.000  106895.8   576129.6
  164.500     5.383     6.274     0.488     0.142     0.000  106635.5   574016.4
  165.000     5.377     6.268     0.491     0.143     0.000  107438.0   577727.2
  165.500     5.372     6.270     0.491     0.143     0.000  107225.1   576025.6
  166.000     5.368     6.266     0.495     0.145     0.000  108188.4   580785.0
  166.500     5.365     6.272     0.495     0.145     0.000  108040.8   579640.8
  167.000     5.363     6.269     0.499     0.146     0.000  109254.7   585947.0
  167.500     5.362     6.279     0.499     0.146     0.000  109165.0   585292.4
  168.000     5.361     6.278     0.503     0.148     0.000  110435.6   592048.9
  168.500     5.360     6.288     0.503     0.148     0.000  110383.9   591706.0
  169.000     5.360     6.288     0.507     0.149     0.000  111650.4   598501.0
  169.500     5.360     6.299     0.507     0.149     0.000  111607.4   598217.8
  170.000     5.360     6.298     0.511     0.150     0.000  112793.3   604543.0
  170.500     5.359     6.307     0.511     0.150     0.000  112729.4   604069.9
  171.000     5.357     6.306     0.515     0.152     0.000  113947.9   610448.8
  171.500     5.355     6.313     0.515     0.152     0.000  113834.0   609547.1
  172.000     5.352     6.310     0.519     0.153     0.000  114898.1   614905.6
  172.500     5.347     6.315     0.519     0.153     0.000  114718.5   613452.1
  173.000     5.343     6.309     0.523     0.154     0.000  115664.9   617957.6
  173.500     5.337     6.312     0.523     0.154     0.000  115412.2   615898.1
  174.000     5.330     6.304     0.526     0.156     0.000  116266.5   619686.2
  174.500     5.322     6.304     0.526     0.156     0.000  115942.4   617045.6
  175.000     5.314     6.294     0.530     0.157     0.000  116804.1   620672.7
  175.500     5.304     6.293     0.530     0.157     0.000  116415.1   617522.5
  176.000     5.295     6.282     0.534     0.159     0.000  117241.5   620801.4
  176.500     5.285     6.280     0.534     0.159     0.000  116799.9   617260.6
  177.000     5.275     6.268     0.538     0.160     0.000  117619.3   620390.4
  177.500     5.264     6.266     0.538     0.160     0.000  117134.9   616555.2
  178.000     5.253     6.253     0.542     0.161     0.000  117951.9   619591.4
  178.500     5.242     6.251     0.542     0.161     0.000  117428.8   615506.0
  179.000     5.230     6.238     0.545     0.163     0.000  118070.8   617553.9
  179.500     5.219     6.234     0.545     0.163     0.000  117515.1   613268.0
  180.000     5.207     6.220     0.549     0.164     0.000  118183.9   615399.8
  180.500     5.195     6.216     0.549     0.164     0.000  117598.6   610931.5
  181.000     5.183     6.202     0.554     0.166     0.000  118669.9   615106.3
  181.500     5.171     6.201     0.554     0.166     0.000  118056.3   610459.9
  182.000     5.159     6.187     0.558     0.168     0.000  118705.3   612414.9
  182.500     5.147     6.184     0.558     0.168     0.000  118105.8   607912.4
  183.000     5.136     6.170     0.562     0.169     0.000  118905.6   610712.6
  183.500     5.125     6.169     0.562     0.169     0.000  118341.9   606503.7
  184.000     5.115     6.157     0.567     0.171     0.000  119215.1   609773.5
  184.500     5.105     6.157     0.567     0.171     0.000  118701.8   605945.1
  185.000     5.096     6.146     0.572     0.173     0.000  119786.4   610379.1
  185.500     5.086     6.148     0.572     0.173     0.000  119316.5   606851.1
  186.000     5.077     6.137     0.577     0.175     0.000  120713.5   612894.1
  186.500     5.068     6.142     0.577     0.175     0.000  120260.4   609444.6
  187.000     5.059     6.131     0.583     0.177     0.000  121578.1   615013.6
  187.500     5.049     6.134     0.583     0.177     0.000  121122.8   611493.7
  188.000     5.039     6.122     0.589     0.179     0.000  122712.7   618322.1
  188.500     5.028     6.127     0.589     0.179     0.000  122232.4   614568.3
  189.000     5.017     6.115     0.595     0.182     0.000  123869.5   621503.3
  189.500     5.006     6.120     0.595     0.182     0.000  123377.4   617644.0
  190.000     4.996     6.107     0.602     0.184     0.000  125007.6   624525.2
  190.500     4.986     6.113     0.602     0.184     0.000  124551.6   620968.0
  191.000     4.977     6.103     0.608     0.187     0.000  126234.2   628301.6
  191.500     4.970     6.112     0.608     0.187     0.000  125874.0   625565.3
  192.000     4.965     6.106     0.614     0.189     0.000  127665.1   633848.3
  192.500     4.961     6.121     0.614     0.189     0.000  127436.9   632264.6
  193.000     4.961     6.120     0.620     0.192     0.000  129353.1   641659.5
  193.500     4.961     6.138     0.620     0.192     0.000  129241.8   641104.5
  194.000     4.962     6.140     0.626     0.194     0.000  131249.1   651298.6
  194.500     4.964     6.161     0.626     0.194     0.000  131203.5   651273.6
  195.000     4.966     6.164     0.632     0.197     0.000  133252.1   661749.2
  195.500     4.967     6.184     0.632     0.197     0.000  133233.3   661815.5
  196.000     4.969     6.186     0.638     0.199     0.000  135310.0   672348.5
  196.500     4.970     6.205     0.638     0.199     0.000  135333.9   672547.1
  197.000     4.971     6.207     0.644     0.202     0.000  137483.4   683439.3
  197.500     4.972     6.227     0.644     0.202     0.000  137613.4   684264.6
  198.000     4.975     6.231     0.649     0.204     0.000  139911.1   696127.5
